cz,czname,state,lat,lon,c1980_85,am,rm,amfemale,rmfemale,ammale,rmmale,fracblack,racseg,incseg,segpov25,segafl75,fraccom15,hipc,gini,incsh1,ginibot99,frac2575,loctr,locgexp,schexp,tsr,tsperc,hsdrop,colpc,coltui,colgrad,lfpr,manshare,chimp,tlfpr,migirate,migorate,fracfor,scind,fracrel,crimer,fracsm,fracdiv,fracmar,incgrth
14100,Fort Wayne,IN,41.059931584931086,-85.13067108203245,46592.0,40.56,0.38108,41.6735,0.3825,39.41675,0.38071,0.067537,0.2896599,0.0751769,0.0581532,0.0864441,0.3523472,38528.86,0.38116,13.303,0.24813,0.57293,0.017984,1813.625,6.4905682,19.090074,-0.5596833,,0.0197429,7205.51,-0.1551982,0.7007153,0.2720137,2.137923,0.0044098,0.0125708727,0.0137500651,0.0280724,0.90122138,0.4862167,0.002862,0.2000327,0.1051433,0.5756478,-0.0147705
14200,Indianapolis,IN,39.77100381407392,-86.13946537254172,115700.0,37.225,0.3976,38.96,0.397,35.524,0.39828,0.1408303,0.332802,0.1066178,0.0887774,0.1215017,0.2620311,42510.4,0.45856,13.844,0.32012,0.47947,0.0228262,2518.619,6.9911547,18.751861,0.5490767,,0.0092878,8685.15,-0.1035669,0.6990142,0.1542629,0.9363374,0.0047504,0.0203337522,0.0162995092,0.0351808,0.68993056,0.4084397,0.003926,0.2256466,0.115419,0.5496563,-0.0115352
14300,Columbus,IN,39.02719120318545,-85.85371121486726,12672.0,39.68975,0.38823,40.8215,0.39166,38.5505,0.38438,0.0104909,0.0769708,0.0484698,0.0379601,0.0608947,0.4037142,35466.15,0.3808,12.38,0.257,0.59315,0.020324,2589.884,6.3407213,19.322256,0.4770322,,0.0122486,3264.29,-0.3023975,0.6712245,0.3453034,1.770324,0.0046854,0.0153719899,0.014882046,0.0240689,0.53503453,0.4997612,0.0015461,0.1745808,0.1163292,0.6251613,-0.0062661
14400,Terre Haute,IN,39.57564727278623,-87.21919565223577,19922.0,42.25225,0.35653,43.20525,0.36597,41.3065,0.3483,0.0346978,0.1548212,0.0421891,0.043067,0.0383888,0.3913478,31381.55,0.36713,8.691,0.28022,0.59228,0.0202231,1875.188,6.449667,17.337478,-0.3169201,,0.0267347,8387.65,0.0921313,0.6103229,0.202443,1.94701,0.0045213,0.0128517523,0.0146009655,0.013267,0.61133932,0.3660477,0.0016652,0.1974265,0.1127532,0.5657589,-0.0110301
14500,Lafayette,IN,40.35160878979799,-87.08780571185173,25740.0,43.061,0.33864,43.037,0.3582,43.0745,0.32058,0.0364461,0.2091898,0.0721744,0.0767291,0.0657365,0.4294201,32344.94,0.34945,8.583,0.26362,0.58568,0.0198862,1719.245,6.3003108,18.125669,0.0945919,0.0207062,0.0114954,3657.08,0.1613359,0.643731,0.2359229,1.114858,0.0052475,0.0152687332,0.0172804239,0.048167,0.4349827,0.3928171,0.0011551,0.1911577,0.096654,0.546917,-0.0105302
14600,Bloomington,IN,38.994130341452454,-86.68020445381445,19087.0,41.2375,0.35026,41.92475,0.35727,40.5685,0.34394,0.0144986,0.1052984,0.0632553,0.069736,0.0575536,0.3967312,30524.54,0.39387,10.999,0.28388,0.57433,0.018237,1619.914,6.0096041,18.93928,1.814373,,0.0071194,3893.14,0.2638913,0.6341908,0.1808095,4.99367,0.0047783,0.0154063569,0.0168124361,0.028556,0.04287763,0.4022241,0.0009148,0.1803217,0.1020352,0.5234585,-0.0102228
14700,Evansville,IN,38.09657866747041,-87.40667889157345,31470.0,43.60525,0.39821,44.05475,0.41895,43.15375,0.37723,0.0408462,0.2101122,0.0698304,0.061445,0.0781472,0.3662573,36908.45,0.40158,13.881,0.26277,0.57405,0.0213866,2022.29,6.5351319,18.081508,0.9569985,0.0136531,0.0180132,6157.45,-0.0386226,0.6672253,0.2247493,1.337319,0.0054244,0.0068939074,0.007120359,0.01321,1.290116,0.5089731,0.0027711,0.1881063,0.1101568,0.5853062,-0.005009
14801,Olney,IL,38.41312860679158,-88.20468394264736,4567.0,47.32275,0.33783,47.93175,0.36199,46.73175,0.30775,0.0019949,0.0157214,0.0146803,0.0160963,0.011335,0.4855751,31874.81,0.34305,8.23,0.26075,0.64257,0.013068,2253.758,4.3031452,15.691968,9.889153,0.0066923,0.0359441,5275.0,0.0099495,0.6029137,0.2148473,21.03054,0.0047859,0.0111786061,0.0106753891,0.005909,1.5623342,0.6256425,,0.1760283,0.1057724,0.6078427,0.0075902
14802,Vincennes,IN,38.70495191535376,-87.50503470423948,4443.0,45.0425,0.38754,45.2655,0.39826,44.83475,0.37555,0.0154274,0.0611815,0.0337718,0.0362376,0.0294536,0.4875389,30101.04,0.37918,8.491,0.29427,0.58371,0.0136808,2268.44,5.7118017,16.722125,4.262053,0.0354062,0.0182789,2500.0,-0.1267903,0.6271399,0.1216066,0.9630953,0.0058411,0.010089932,0.0113694524,0.0095034,0.68689902,0.4952292,0.0007387,0.2037351,0.1067491,0.5599176,-0.0123573
14900,Gary,IN,41.49649499348716,-87.32337594490674,57408.0,40.69775,0.35831,41.56525,0.36189,39.838,0.3546,0.1816823,0.443826,0.0803924,0.0824284,0.0746923,0.2766988,38097.23,0.36894,10.709,0.26185,0.53163,0.0236861,2257.898,7.0607356,20.337503,-3.780256,,0.0162729,7395.32,-0.102072,0.636884,0.1965978,0.994202,0.004407,0.0237953995,0.0185865962,0.0459947,-0.22890655,0.4389937,0.0018329,0.2438946,0.1002896,0.5331063,-0.0124572
15000,Canton,OH,40.713465568222546,-81.50694047346308,56793.0,41.75725,0.37769,42.6205,0.3853,40.8975,0.37022,0.043422,0.1980847,0.0538796,0.0494595,0.0577258,0.3778186,35700.41,0.38113,11.019,0.27094,0.63306,0.0212141,1768.411,5.5626846,19.276491,12.75323,,0.0142681,8639.04,-0.0389019,0.6417098,0.2590734,1.550165,0.0046835,0.0125430539,0.0131465929,0.0145908,0.97667859,0.4930871,0.0007133,0.1868901,0.1011784,0.5841959,-0.0088128
15100,Lorain,OH,41.346734531819024,-82.2965195331824,36064.0,39.6395,0.35322,40.387,0.35364,38.93325,0.35177,0.0725557,0.2069804,0.0635181,0.0615468,0.0648547,0.3615688,38660.34,0.34233,8.710999,0.25522,0.59933,0.0250772,2043.512,5.8330387,19.049521,7.878583,,0.0141609,11564.8,-0.0879309,0.6483143,0.2557107,1.476565,0.0053098,0.0220886378,0.0184209657,0.0228659,0.6989853,0.4781096,0.0013198,0.2221571,0.1057451,0.5681902,-0.0096143
15200,Cleveland,OH,41.38818278213364,-81.54369155419742,202809.0,38.2025,0.40522,40.11025,0.39733,36.28775,0.41327,0.1749033,0.4462685,0.1147665,0.1064414,0.1189584,0.2684276,42208.22,0.46306,13.743,0.32563,0.53765,0.0314587,2676.955,6.9576549,18.394899,5.207949,,0.0112732,7048.57,-0.0342887,0.647639,0.1893093,1.144004,0.0051452,0.0102567783,0.0151373439,0.0479693,0.45513323,0.5176522,0.0014513,0.2539122,0.1073707,0.5207561,-0.0117976
15300,Parkersburg,WV,39.25916999197791,-81.49915191520007,15997.0,41.5425,0.36654,42.5055,0.37442,40.616,0.35764,0.0075283,0.0437661,0.0280329,0.0251289,0.0311637,0.3457279,32372.13,0.37534,7.579,0.29955,0.57768,0.0170217,1826.205,5.8510716,16.917881,-0.283833,-0.0032757,0.0246345,7252.83,0.0295427,0.5823193,0.1896476,1.382662,0.0033881,0.006680889,0.0075628058,0.0075709,0.33269562,0.3984392,0.0007538,0.1898296,0.1079572,0.5985206,-0.0014933
15400,Zanesville,OH,39.895726144377285,-81.87852659031648,16463.0,41.222,0.4078,41.47175,0.42899,40.97025,0.38789,0.029197,0.114728,0.0274137,0.0238356,0.0276437,0.3456347,30313.43,0.35204,8.705,0.26499,0.61511,0.0186382,1635.125,4.9495818,19.247123,7.247222,,0.0159227,7500.82,0.0230097,0.6027536,0.2404549,3.839983,0.0040348,0.0136829255,0.0139270739,0.0078618,0.5759019,0.3532827,0.0004087,0.2018453,0.1072273,0.5778443,-0.0063065
15500,Steubenville,OH,40.384131092749946,-80.66313229701873,10019.0,41.03725,0.41037,41.7275,0.42254,40.35625,0.39881,0.0390431,0.1835821,0.0301017,0.0369248,0.0179285,0.3776987,32010.13,0.35008,9.312,0.25696,0.63161,0.0199041,1512.31,5.9349836,17.524055,8.38401,-0.0087273,0.0227259,11197.2,0.1961068,0.5463287,0.2156782,1.315509,0.0033969,0.0108402521,0.0116280831,0.0134256,0.89263907,0.4477229,0.0009318,0.2112562,0.0981525,0.5705113,-0.002232
15600,Wheeling,WV,39.932882760350644,-80.81146326196455,14665.0,45.4145,0.33778,45.69975,0.34647,45.126,0.32904,0.0226593,0.1510267,0.0353017,0.0379667,0.0286238,0.3434144,31110.62,0.40294,10.613,0.29681,0.57842,0.0171605,1663.79,6.1389896,16.475699,1.848691,-0.005995,0.0255575,4863.99,-0.0889585,0.5461011,0.1406671,0.7946958,0.003193,0.0050603925,0.0066858519,0.0087159,0.79005949,0.509602,0.0009879,0.2025111,0.0986702,0.5703378,-0.0025622
15700,Scioto,OH,39.05470740711969,-82.90905609033888,17648.0,38.33475,0.39243,39.345,0.40216,37.29425,0.38585,0.0317172,0.1600395,0.0268342,0.0242383,0.028219,0.322475,28948.98,0.40257,9.722,0.30535,0.57271,0.0187142,1577.465,4.926901,20.428516,3.962793,,0.0177241,3056.63,-0.0538175,0.5453815,0.2028639,0.378916,0.0036295,0.010780656,0.0105945534,0.0069163,0.10478252,0.2531704,0.0006469,0.2146433,0.1191668,0.5634755,-0.0105932
15800,Athens,OH,39.094038368686356,-82.10386281019413,10326.0,40.42275,0.32791,42.292,0.31652,38.5655,0.33826,0.0181913,0.0579739,0.0303939,0.0298003,0.0306161,0.3594602,24643.12,0.39466,7.157,0.32309,0.56569,0.0241015,1710.308,5.3608592,17.280059,0.706079,-0.0078358,0.0281055,4774.77,0.1881204,0.5494248,0.103194,0.9480745,0.0031789,0.0115935104,0.0128020461,0.017043,-0.3280824,0.250736,0.0007026,0.2011095,0.0952203,0.5231165,-0.0032208
15900,Columbus,OH,39.99164083111708,-82.91634228791422,120627.0,37.689,0.40612,39.287,0.40976,36.075,0.40316,0.1239633,0.2687649,0.1215471,0.1063862,0.1385501,0.2710945,40285.63,0.45132,14.001,0.31131,0.54487,0.0292346,2301.418,6.5311116,19.02899,3.689768,,0.0126217,8030.04,0.1074302,0.6924927,0.1192022,0.8446984,0.0047726,0.0202289088,0.0190683174,0.0437206,0.60977623,0.3634748,0.0029703,0.228384,0.1101801,0.5266,-0.0097713
16000,Mansfield,OH,40.7265752536766,-82.69669597364586,26097.0,40.42975,0.38611,41.3235,0.38858,39.54175,0.38423,0.0510108,0.2310767,0.0409369,0.0400496,0.041142,0.4026722,33186.45,0.33475,7.903,0.25572,0.63998,0.0221188,1713.348,5.2480173,18.928569,4.967749,,0.0153287,6364.56,-0.0163034,0.6220666,0.2834271,1.275156,0.0048021,0.0130079157,0.0128239716,0.0124834,0.99169705,0.3951457,0.0005106,0.205936,0.1127461,0.5718742,-0.0107553
16100,State College,PA,40.871461584079015,-78.21858796469039,20330.0,47.51925,0.29769,47.6255,0.3203,47.43225,0.27501,0.0228161,0.194962,0.05499,0.054366,0.0575299,0.3969918,28923.48,0.37283,8.759,0.28524,0.61335,0.0199611,1366.915,6.9813608,17.750876,6.352106,-0.0133889,0.0193138,7303.13,0.4319276,0.5824722,0.1589821,0.9069728,0.0036741,0.0126956331,0.0145948278,0.0291032,0.29463663,0.4639604,0.0009818,0.1531973,0.0710767,0.5275401,-0.0022735
16200,Altoona,PA,40.32159782766113,-78.67170526848189,31261.0,47.1315,0.35234,47.8575,0.35642,46.376,0.34884,0.0173747,0.1627638,0.0380664,0.0416339,0.0344729,0.3909449,30391.74,0.37061,9.835,0.27226,0.62153,0.0178091,1549.563,7.1474941,18.086263,7.231121,-0.0150957,0.0170006,7679.23,0.2409013,0.5697566,0.1542272,1.448785,0.0034485,0.0057777918,0.007504572,0.0099401,0.938268,0.6495098,0.0012775,0.176762,0.0775805,0.5639431,0.0025254
16300,Pittsburgh,PA,40.427861959663694,-79.88830421161639,181126.0,45.18525,0.35869,46.54825,0.36581,43.82225,0.35153,0.0752677,0.3232418,0.0805845,0.0685501,0.0886203,0.2871672,38685.65,0.45026,13.848,0.31178,0.53349,0.0254934,2244.079,8.1994142,18.067584,5.034815,-0.0101795,0.0218634,8789.46,0.0919548,0.5990268,0.1241403,0.5562626,0.0043416,0.0071274524,0.0106150473,0.0252035,0.60375227,0.6508017,0.001771,0.208554,0.0821813,0.5454549,-0.0006785
16400,Youngstown,OH,41.09391925479133,-80.62580160879503,62226.0,41.34925,0.38789,42.4365,0.4023,40.23525,0.37421,0.086445,0.3382691,0.059949,0.0600811,0.0593053,0.3737756,34807.59,0.38658,10.241,0.28417,0.60278,0.0187172,1645.264,6.0790927,19.183753,6.567648,-0.0159304,0.0247011,9906.64,0.0109357,0.5891926,0.2259664,0.9645125,0.0042062,0.0084909878,0.0110673079,0.0185961,0.9058101,0.5485191,0.0012432,0.2307676,0.1012593,0.5541838,-0.0095581
16500,Erie,PA,41.90735534967642,-79.78456648878803,52574.0,43.7085,0.3553,43.99025,0.38153,43.42825,0.32857,0.0337765,0.2104349,0.0496277,0.051148,0.0471952,0.426618,31989.46,0.39163,10.49,0.28673,0.59601,0.0240697,2011.188,7.6422806,17.704769,5.036703,-0.0077785,0.0212412,7200.06,0.1522441,0.6105242,0.2304028,1.341214,0.003896,0.0065847567,0.0089000422,0.0188922,0.69414469,0.5207905,0.0011637,0.2127741,0.0899696,0.546425,-0.0052589
16600,Roanoke,VA,37.22386148782075,-80.16993680952842,29321.0,39.63375,0.37871,41.62225,0.38949,37.70275,0.36847,0.0910396,0.2251579,0.0656965,0.066176,0.0635976,0.3340175,34410.96,0.42375,9.212,0.33163,0.54431,0.021773,1631.559,6.2078098,16.562809,3.08367,-0.0017101,0.0235024,3969.89,0.2063911,0.620333,0.1707449,1.108533,0.0045808,0.0077728731,0.0086275046,0.0274426,-0.19588271,0.4580525,0.0008464,0.2108027,0.0964442,0.5445369,-0.0036559
16701,Elkins,WV,38.87036465923504,-79.89218281118231,4279.0,44.84525,0.35309,45.414,0.38288,44.3275,0.32842,0.0074331,0.049625,0.0091137,0.0083621,0.0060222,0.3882536,26301.58,0.39055,8.336,0.30719,0.55953,0.0092047,1400.296,5.9786737,14.684216,-6.483221,-0.0170616,0.0331835,13180.0,0.1522052,0.5392085,0.1181924,2.177368,0.0041112,0.0047784175,0.0053425362,0.0056347,-0.34239847,0.357054,0.0012444,0.1684822,0.1117186,0.5795196,-0.0008275
16702,Morgantown,WV,39.46573068343177,-80.12153163486956,17975.0,43.9715,0.3587,44.2135,0.37714,43.71675,0.34047,0.0226551,0.107982,0.0518519,0.053669,0.0464565,0.3358708,28593.01,0.42408,9.565001,0.32843,0.55982,0.0150826,1640.689,6.5072339,16.047431,-6.396594,-0.0081272,0.0269291,2143.0,0.1312887,0.5642387,0.0814479,0.5720586,0.0030346,0.0071631364,0.0065706965,0.0190176,0.37172124,0.3700979,0.0012541,0.1890678,0.0917478,0.5361406,-0.0057987
16703,Buckhannon,WV,38.97718456403093,-80.3407442605388,3060.0,46.56725,0.31561,46.824,0.2984,46.28025,0.33373,0.004092,0.0415948,0.0112795,0.0158913,0.0089383,0.3771066,25061.54,0.4036,7.553,0.32807,0.54987,0.0138345,1220.853,6.2383529,16.146053,-10.27521,-0.0111376,0.0247997,16800.0,0.1970969,0.5320786,0.1120659,0.7403446,0.002973,0.0080599162,0.0106390894,0.0049524,-0.14107893,0.3116336,0.0007688,0.1806891,0.1013577,0.5773802,0.0058012
16801,Beckley,WV,37.86155902856599,-81.02311209067301,12391.0,43.44,0.34532,44.4705,0.35058,42.393,0.33976,0.0613311,0.1211147,0.0147877,0.0116094,0.0172798,0.3301345,28130.66,0.44587,11.535,0.33052,0.53945,0.0117973,1316.731,6.0989492,16.014691,-6.88007,-0.0024534,0.0286942,5807.93,-0.2415076,0.4903539,0.0686557,0.3062986,0.0033986,0.0060831789,0.0069325284,0.009023,-0.86198705,0.3029825,0.0012106,0.2173999,0.1035298,0.5802506,-0.0060669
16802,Summersville,WV,38.50569066765227,-80.72586991892868,4162.0,46.493,0.3682,45.60875,0.38959,47.33525,0.34745,0.003027,0.0430547,0.0105592,0.0094891,0.0097168,0.3292134,25661.77,0.4515,13.73,0.3142,0.54475,0.0122963,1483.196,6.0653072,14.800386,-6.95246,-0.0083496,0.0343979,1027.39,-0.0195624,0.486349,0.0936577,0.169542,0.0029266,0.00620883,0.0065012125,0.0047992,-0.59301886,0.3220508,0.0016683,0.1751347,0.10057,0.5947621,-0.0043605
16901,Charleston,WV,38.27674958974228,-81.70885092889219,25327.0,42.339,0.32576,43.476,0.34172,41.244,0.31044,0.0440801,0.1770377,0.056624,0.0496627,0.0585454,0.2799641,34109.07,0.47367,12.717,0.3465,0.51827,0.0159109,1531.505,6.2542795,15.732847,-9.145795,0.0057984,0.0172739,3243.19,-0.1095552,0.5533842,0.0826916,0.2604392,0.003325,0.0078740157,0.0096791375,0.0105301,-0.08654556,0.2999352,0.0016184,0.2097206,0.1127981,0.5731627,-0.0020569
16902,Spencer,WV,38.76541910367311,-81.27207406955009,1699.0,47.0525,0.33986,45.40175,0.37751,48.5205,0.31042,0.001737,0.0111671,0.007175,0.0068724,0.0038975,0.2676357,23337.15,0.35609,6.941,0.28668,0.55233,0.0109537,1333.449,6.7169559,14.804384,-10.74642,0.0014745,,,,0.4908824,0.1406909,0.2310397,0.0026447,0.0129841932,0.00933646,0.0061589,-0.6506807,0.2467865,0.0011291,0.1632653,0.0999061,0.6028056,-0.0046818
17000,Pikeville,KY,37.636786226671745,-82.54979120381938,15361.0,43.22125,0.31813,44.41025,0.33533,41.9805,0.30198,0.0078296,0.1030935,0.0167024,0.0129978,0.0149751,0.2951308,23076.34,0.47379,10.775,0.36604,0.50136,0.0112204,1240.166,6.4602416,15.390208,-2.261964,0.0011022,0.0097869,3670.56,-0.1422301,0.435328,0.0539931,0.0230161,0.0023914,0.0030584182,0.0055736614,0.0037696,-1.3470018,0.3309307,0.0005676,0.1862087,0.1030685,0.6079913,0.0044985
17100,Huntington,KY,38.403575978752684,-82.62490261537644,24374.0,39.776,0.35528,40.578,0.37536,38.977,0.33632,0.0211336,0.1435316,0.042505,0.0449137,0.0405309,0.3428911,29100.75,0.46683,11.153,0.3553,0.51926,0.0137505,1448.407,6.4361312,16.517513,-2.126065,0.0012354,0.0203264,2399.58,-0.0379427,0.5412908,0.1219866,0.4496223,0.0029143,0.0070184099,0.0075991637,0.0087483,-0.40364815,0.3704658,0.0011077,0.208499,0.1065666,0.5770856,-0.0034408
17200,Harrisonburg,VA,38.578203211969054,-78.76388433849928,11626.0,44.12625,0.31661,45.0975,0.3197,43.14325,0.31373,0.0240551,0.1073524,0.0340302,0.0366134,0.0328383,0.3776573,31024.63,0.40935,11.826,0.29109,0.59054,0.018449,1501.0,5.4988292,15.917788,5.774821,-0.0056339,0.0171781,3568.42,0.3806739,0.6414608,0.2170215,1.543999,0.0053148,0.0160729726,0.0110798724,0.0412763,-0.3850533,0.4653146,0.000647,0.1628478,0.0801151,0.5482139,0.0020944
17300,Staunton,VA,37.993687728952196,-79.25931999468072,13518.0,41.866,0.35556,42.79875,0.35619,40.95425,0.35349,0.071288,0.0792714,0.0305326,0.0276287,0.0329618,0.3441178,34674.18,0.36753,7.971,0.28782,0.59208,0.020434,1464.708,6.0034093,,3.632674,,0.0371237,9809.12,0.1215433,0.6070958,0.2058329,3.519761,0.0045615,0.0106757036,0.007302754,0.0187543,-0.19975061,0.4918461,0.0012304,0.1965487,0.0979975,0.5827674,-0.0043787
17400,Hagerstown,PA,39.66202938719099,-77.80913598439851,28996.0,42.8775,0.35854,43.5095,0.36606,42.235,0.35192,0.0471906,0.1643108,0.0353867,0.0358428,0.0340376,0.2978096,34828.66,0.35054,8.689,0.26365,0.6073,0.0156519,1511.904,6.2882127,17.354567,1.236493,0.0068705,0.0146866,3360.48,-0.0338002,0.6329535,0.1760968,1.426885,0.0052539,0.0306240591,0.0117835681,0.0186058,-0.25633191,0.3907303,0.0019562,0.1859257,0.0966583,0.5982128,0.0058683
17501,Cumberland,MD,39.49038262363579,-78.95247862890082,11132.0,43.7195,0.3515,44.23975,0.37839,43.21425,0.32489,0.032627,0.149041,0.0237114,0.0260497,0.0212036,0.3726857,29146.75,0.42452,13.041,0.29411,0.58931,0.0176922,1839.529,6.5533591,16.045837,-2.042623,-0.0056398,0.0320879,12038.5,-0.05919,0.566462,0.1675763,0.7390649,0.0040897,0.0081952484,0.0068154689,0.0093491,0.03805874,0.4906624,0.0017713,0.1868789,0.0848623,0.6004664,0.0001429
17502,Winchester,VA,39.2019327295495,-78.26189829570268,8460.0,41.65575,0.35387,43.2015,0.35054,40.19725,0.35485,0.0432689,0.1004681,0.0417445,0.0371315,0.0449267,0.3013845,36886.55,0.40224,10.978,0.29246,0.57459,0.0198247,1800.507,6.3264885,16.633737,0.0583162,-0.0030761,0.0172937,9058.0,-0.0579217,0.6689183,0.1823519,1.204923,0.0048848,0.0386168493,0.0234762082,0.0294714,-0.87490886,0.3907859,0.0009512,0.1716603,0.0981781,0.5842979,0.0021337
17600,Charlottesville,VA,38.098580043496575,-78.32861926164921,17849.0,39.23275,0.36047,41.251,0.34856,37.296,0.37016,0.1641565,0.0956682,0.0600174,0.0582953,0.061848,0.2816133,37998.85,0.48886,12.275,0.36611,0.50012,0.0224802,1882.208,6.1772861,,-0.3673887,,0.0109694,2785.78,0.3268945,0.6256939,0.0926923,1.081366,0.0048145,0.0308239088,0.0171560831,0.0437952,-0.48403081,0.3651555,0.000852,0.2028417,0.0888299,0.543902,0.0045482
17700,Syracuse,NY,43.09281416422499,-75.93073858323322,85533.0,42.342,0.36308,43.64025,0.36517,41.0685,0.36126,0.0556379,0.2528398,0.0855179,0.087969,0.0802914,0.3778182,35777.75,0.40878,10.819,0.30059,0.54086,0.0361376,3043.899,8.5898313,15.836667,1.81401,-0.0160598,0.023135,10407.9,0.0879135,0.6294561,0.1458575,1.252878,0.0047909,0.0082832691,0.0119626656,0.0425113,0.35302766,0.4841229,0.0019935,0.2360725,0.0871143,0.5221298,-0.0041138
17800,Oneonta,NY,42.45536488023948,-75.21241809032037,12619.0,44.63575,0.32395,45.85475,0.33295,43.44725,0.31325,0.0120771,0.0534707,0.0116563,0.013753,0.0077507,0.4054378,31398.21,0.37411,7.377,0.30034,0.56886,0.0370645,2714.494,9.2838532,14.013775,3.689543,-0.0209871,0.0248244,5230.92,0.1511534,0.6103361,0.1518505,1.977813,0.004294,0.0143484845,0.0118474294,0.0250533,0.10179942,0.3771194,0.001559,0.1988838,0.0902137,0.5527911,0.0052149
17900,Union,NY,42.095561874431326,-75.94885545630206,23228.0,43.73,0.32732,44.47325,0.35041,43.024,0.30572,0.0225524,0.1197632,0.062878,0.0650841,0.0633281,0.3633454,35191.77,0.39032,8.997,0.30035,0.55685,0.0314784,2369.864,8.0340537,15.877285,7.263182,-0.0145823,0.0101848,3090.49,0.1823187,0.6152779,0.1894948,6.272013,0.0041325,0.0141262502,0.0154536628,0.0399865,0.50478307,0.4931321,0.0012597,0.2089731,0.0942176,0.5377528,-0.0030395
18000,Buffalo,NY,42.99051714407565,-78.21010554552488,181452.0,41.96975,0.36847,43.5455,0.3683,40.41825,0.36785,0.1042086,0.3418774,0.0984246,0.0967796,0.0971923,0.3325588,38617.59,0.39648,10.989,0.28659,0.52128,0.0367367,3031.035,9.0799202,15.714099,3.24451,-0.0155077,0.0151918,8230.18,0.0294089,0.6394833,0.1832658,2.241147,0.0049977,0.0068308253,0.0116200412,0.0491134,0.3936702,0.607294,0.0015531,0.250665,0.0883493,0.5244902,-0.0065826
18100,Elmira,NY,42.23639364799464,-76.92473680419222,26106.0,44.19925,0.32445,44.98775,0.33647,43.389,0.3132,0.0296748,0.1575515,0.0476172,0.0480117,0.0460692,0.410627,32547.64,0.41641,10.805,0.30836,0.56843,0.032719,2589.948,8.6697441,16.036289,0.7742833,-0.0020802,0.0230618,15546.7,0.2655057,0.6148022,0.175168,1.287332,0.004162,0.0118018761,0.0152496152,0.0424796,0.49973988,0.39649,0.0011848,0.2216057,0.0917072,0.5158406,0.0009845
18201,Olean,NY,42.10208335044724,-78.41025205990371,16539.0,45.07825,0.34373,45.23425,0.35665,44.924,0.33152,0.0104549,0.1434238,0.0159131,0.0156734,0.0156417,0.455454,29823.36,0.37045,10.119,0.26926,0.61965,0.0315443,2565.948,8.3160411,16.017787,3.707285,-0.0114168,0.0404249,9249.77,0.1683758,0.6111846,0.2083034,2.47007,0.0042184,0.010091057,0.0104245621,0.0149769,-0.13521336,0.4180083,0.0016654,0.1973363,0.0909189,0.5520873,0.0011524
18202,St. Marys,PA,41.42626016797823,-78.58961304170037,3543.0,48.17525,0.30301,50.067,0.28804,46.3445,0.31534,0.0016551,0.0248723,0.0157666,0.0153458,0.0131265,0.5304002,34878.12,0.29892,10.488,0.19404,0.69583,0.020309,1510.309,8.3250253,17.52383,7.406785,-0.0167702,,,,0.6252366,0.4369564,1.868225,0.0040246,0.0051112301,0.0090298398,0.0102689,1.1450123,0.7800224,0.0011683,0.159271,0.0846182,0.5762717,-0.0046707
18300,Watertown,NY,44.257478324969064,-75.54056420577623,20236.0,44.70575,0.33107,45.7715,0.32266,43.6215,0.33966,0.035465,0.1469816,0.0216262,0.027352,0.0182787,0.4708939,27435.67,0.35327,6.815,0.28512,0.59046,0.0353006,2903.914,9.1597201,15.905415,5.444238,-0.0115518,0.0239413,10601.8,0.1339992,0.6011876,0.1171415,0.657633,0.0036978,0.0218983054,0.0215391859,0.0329712,-0.21307319,0.4723259,0.0009497,0.1949886,0.0814672,0.5394256,0.0073228
18400,Plattsburgh,NY,44.57156142162312,-73.81942404231378,12955.0,43.59925,0.32413,44.743,0.33432,42.4345,0.31518,0.0406113,0.2848686,0.0251768,0.0261089,0.0229285,0.4695423,28561.14,0.359,6.947001,0.28953,0.58124,0.0410552,2871.809,9.4329106,14.564576,2.784214,-0.0076598,0.0353193,4635.69,0.0684448,0.5730237,0.1230048,0.9971002,0.0051663,0.0074347035,0.0068637089,0.0401741,-0.21006702,0.6345575,0.0016894,0.2078537,0.0848383,0.5218813,0.0076235
18500,Amsterdam,NY,43.02893521590654,-74.38524608065427,9133.0,43.4115,0.3221,44.6125,0.3045,42.244,0.33852,0.0128722,0.1301448,0.0266189,0.0311907,0.0263063,0.4159336,32623.87,0.36888,7.015,0.29873,0.56512,0.0376573,2987.698,9.6279433,14.346642,2.667372,-0.0065402,0.0090777,2380.0,-0.0777183,0.5952145,0.1893288,4.284337,0.0039182,0.0136437908,0.0122185911,0.0251885,0.68253564,0.5702433,0.0013902,0.2305369,0.0923376,0.5395844,0.0060195
18600,Albany,NY,42.79483395356391,-73.80656760721945,76038.0,43.1495,0.35782,44.673,0.3622,41.646,0.35396,0.0548041,0.2013209,0.0772963,0.0783461,0.0782539,0.3170706,40297.64,0.4071,10.807,0.29903,0.51112,0.0336389,2766.869,8.9214312,15.79788,4.01019,-0.0109139,0.0226093,9499.36,0.0578751,0.6491102,0.0904369,0.4664644,0.0057737,0.013465736,0.0114789418,0.0454421,0.6017971,0.5254501,0.0015591,0.2239525,0.086722,0.5331771,-0.0002621
