cz,czname,state,lat,lon,c1980_85,am,rm,amfemale,rmfemale,ammale,rmmale,fracblack,racseg,incseg,segpov25,segafl75,fraccom15,hipc,gini,incsh1,ginibot99,frac2575,loctr,locgexp,schexp,tsr,tsperc,hsdrop,colpc,coltui,colgrad,lfpr,manshare,chimp,tlfpr,migirate,migorate,fracfor,scind,fracrel,crimer,fracsm,fracdiv,fracmar,incgrth
32603,Seymour,TX,33.605154,-99.253921,330.0,,,,,,,0.0329831,0.0101207,0.0176893,0.0338284,0.0043436,0.6739726,35578.34,0.40031,,,,0.0208466,2829.19,5.971464,11.775062,,,,,,0.4980591,0.0289673,0.1402955,,0.0,0.0090398241,0.0202767,0.83739298,1.017102,0.0012216,0.1922246,0.0836502,0.6218193,0.0118802
32604,Vernon,TX,34.13376359622488,-99.40003477975495,1881.0,43.1755,0.38534,43.0575,0.3843,43.28725,0.38705,0.0740653,0.0576091,0.0252292,0.024197,0.0330426,0.6779267,32588.48,0.6148,32.43,0.2905,0.50726,0.0322556,2125.867,5.6258094,13.314662,-1.516297,-0.0221801,0.0475692,720.0,-0.1916672,0.5910964,0.1232166,0.2898308,0.0049627,0.0100846732,0.0144134716,0.0366841,-0.30836679,0.8686614,0.0023309,0.2028358,0.083535,0.6072466,-0.0113854
32701,Brownwood,TX,31.69783432642142,-99.02465551780126,4654.0,45.174,0.33284,44.72375,0.35839,45.59825,0.30713,0.0325001,0.0626697,0.0278024,0.028867,0.0282743,0.4951119,30585.9,0.40826,9.849,0.30977,0.53538,0.0226066,1734.656,5.8410243,12.795782,9.944359,-0.0088133,0.0171686,8400.0,0.0644438,0.5566202,0.1527554,1.168024,0.0041529,0.0142842427,0.0137348487,0.0349508,-0.5648167,0.7143323,0.0018027,0.2027328,0.1039057,0.6088257,-0.0082202
32702,Stephenville,TX,32.07511558130537,-98.30193930646574,3804.0,47.92175,0.29283,47.9025,0.29262,47.94175,0.29299,0.0059722,0.0519199,0.022007,0.0203003,0.0230988,0.5229852,30856.16,0.45327,13.86,0.31467,0.53544,0.0269927,1530.679,5.2159668,14.737844,7.531785,-0.0161673,0.0180976,1608.0,0.0312314,0.6109914,0.1157388,0.6232215,0.0041034,0.0211198784,0.0194187057,0.0677257,-0.96313575,0.6074815,0.0007601,0.1498495,0.0762343,0.6203632,-0.0106088
32801,Waco,TX,31.593081229669302,-97.17798380898894,22478.0,40.0335,0.39794,41.272,0.41212,38.826,0.38468,0.1413546,0.1905266,0.1050388,0.1087395,0.1012599,0.3629262,31689.55,0.492,12.76,0.3644,0.50394,0.0233303,1728.987,5.560201,14.85075,1.720894,0.001745,0.0142036,6504.51,0.0735245,0.6036304,0.1473844,0.9020821,0.0038014,0.0213267618,0.0214048818,0.0590943,-0.46754148,0.5970606,0.0020027,0.2396228,0.09785,0.5565511,-0.0143323
32802,Corsicana,TX,31.776438805293488,-96.37913530552291,7635.0,44.1675,0.40226,45.40175,0.39215,42.95625,0.41197,0.1658647,0.0778387,0.011207,0.0086759,0.0138277,0.3765971,29976.17,0.41795,7.452,0.34343,0.4949,0.0298916,1738.996,6.463319,13.831646,1.524329,-0.0117481,0.0099624,540.0,-0.1635358,0.5496989,0.1370558,0.7245837,0.0036209,0.0244876814,0.0217380476,0.0647014,-1.163298,0.6096815,0.0015243,0.2104952,0.0953421,0.598213,0.0037934
32900,Killeen,TX,31.13438636222854,-97.62428034519496,26318.0,40.48625,0.33525,41.691,0.33956,39.31525,0.32993,0.1930097,0.0911946,0.0594965,0.0520644,0.0639071,0.3832403,28336.29,0.36922,8.110001,0.28812,0.61005,0.0191029,1741.944,5.4896636,15.187195,3.108344,-0.0097175,0.0090713,3268.71,-0.135462,0.6732963,0.0916873,1.342036,0.0034227,0.0502730456,0.051657928,0.0675269,-2.2458906,0.4583084,0.0010795,0.2054196,0.097573,0.6023459,-0.0023831
33000,Fort Worth,TX,32.75275967277376,-97.33841998221631,135267.0,42.32,0.3198,43.91,0.32724,40.73,0.3134,0.1045706,0.2295957,0.1142568,0.0964838,0.1310882,0.2399905,39232.14,0.4956,15.257,0.34303,0.48635,0.0271167,2337.837,5.9280269,16.621925,-0.2760109,0.0074316,0.0060963,4312.8,-0.1585794,0.681764,0.1422772,0.8338418,0.004179,0.0378907874,0.0320965212,0.1091686,-1.1019931,0.5191873,0.0014381,0.1946753,0.109728,0.5785443,-0.0071755
33100,Dallas,TX,32.86538090675308,-96.79443476399683,241507.0,40.35025,0.34689,42.93,0.34388,37.70825,0.35193,0.1507356,0.2622548,0.1338128,0.1121306,0.1541058,0.2175882,43435.64,0.5606,19.639,0.36421,0.45408,0.0326212,2574.296,6.0179484,16.594248,-1.67515,0.0036829,0.0091025,4829.0,-0.1683951,0.6991875,0.1256201,0.815524,0.0037269,0.0310726301,0.028893908,0.1723644,-1.1794982,0.5255092,0.0015227,0.2022863,0.1009596,0.554483,-0.012322
33200,Paris,TX,33.302714163519695,-95.74133413166967,14466.0,41.428,0.35444,42.69175,0.35895,40.1625,0.35002,0.1046197,0.1292879,0.0371986,0.0389005,0.0372983,0.3902059,32551.98,0.41761,9.075,0.32686,0.53213,0.0208616,1968.585,6.0415592,14.174998,5.649668,-0.0135524,0.0107622,1550.67,-0.0882208,0.6023837,0.1872336,0.5249287,0.0035744,0.0276750881,0.0249468615,0.0379204,-0.88402454,0.591783,0.0025453,0.2118869,0.1073595,0.5970769,-0.0095162
33300,Tyler,TX,32.25738095002307,-95.48768977916392,32217.0,42.885,0.34736,43.576,0.3664,42.20375,0.32999,0.1423674,0.1998974,0.03152,0.0245719,0.0367928,0.3295788,32245.06,0.48349,11.932,0.36417,0.51344,0.0216588,1526.811,5.1681261,15.021342,3.890938,-0.0088457,0.0184059,1468.82,-0.2032412,0.5603788,0.1215447,1.334131,0.0036546,0.0250872555,0.0203661396,0.0520903,-0.80681022,0.5938207,0.0018082,0.2036122,0.0973067,0.6213672,-0.0017695
33400,Longview,TX,32.45842510030606,-94.66886353651388,24994.0,43.82325,0.35657,43.524,0.36036,44.1185,0.35302,0.1933973,0.1213161,0.0312377,0.027732,0.0311758,0.3609457,32364.69,0.47012,11.649,0.35363,0.51093,0.0316002,1732.893,5.5252415,14.609315,4.05084,-0.0075242,0.0172504,3850.59,-0.1103596,0.5848427,0.1569385,1.02002,0.0036335,0.0158185814,0.0163153918,0.0406399,-0.38708099,0.6217686,0.0025174,0.2180608,0.1037945,0.5926188,-0.0025625
33500,Texarkana,TX,33.31253999222356,-94.38504202135209,19470.0,40.9055,0.37522,40.83425,0.40145,40.99825,0.34941,0.201345,0.1629678,0.0390848,0.0339881,0.0405001,0.3986169,31308.78,0.45811,10.247,0.35564,0.50137,0.0202465,1875.979,5.4802268,14.186427,4.345353,-0.0025912,0.008475,658.655,-0.2067577,0.5626378,0.1630488,0.7330898,0.0034246,0.0121107853,0.0122336729,0.0387096,-0.85624367,0.6568639,0.0025079,0.2519807,0.1045198,0.5791134,-0.0072343
33601,Lawton,OK,34.56631414230259,-98.27590572642524,14243.0,44.0465,0.31882,44.53125,0.33661,43.56725,0.30189,0.1313618,0.1052842,0.0568261,0.0587512,0.0576258,0.4721783,27931.0,0.38943,8.63,0.30313,0.56989,0.0141898,1627.217,4.6160931,17.103405,-1.778701,-0.0091636,0.0058272,1470.0,-0.1674593,0.6184627,0.1079036,0.5688927,0.0038176,0.027585805,0.0353126275,0.0426725,-1.2275242,0.6528873,0.0018763,0.2232127,0.1097675,0.5777844,0.0028149
33602,Altus,OK,34.73188573422111,-99.34814447942057,4140.0,45.6405,0.32594,46.36025,0.32021,44.94175,0.33147,0.0737763,0.0809545,0.0471315,0.0434417,0.0500419,0.6210893,28343.35,0.37585,7.529,0.30056,0.55057,0.0129737,2463.825,4.8800078,15.5919,5.331147,-0.0035356,0.020829,1440.0,-0.1090958,0.581747,0.0859859,0.5034194,0.0038318,0.0156009165,0.0225161425,0.0336734,-0.92804001,0.8935847,0.0008956,0.1986456,0.1101904,0.592015,0.0008776
33603,Frederick,OK,34.381055,-98.932086,856.0,45.5925,0.34494,,,,,0.0891569,0.0204027,0.0107321,0.0021364,0.0221267,0.5375895,29047.12,0.31073,5.457,0.25616,0.44884,0.0108724,1733.725,6.1612903,13.831916,-8.75038,0.0170908,,,,0.5122998,0.1507656,2.565051,0.003555,0.0124905782,0.018089803,0.0432356,-0.33813069,0.9695273,0.0015075,0.1932773,0.0883298,0.6156534,-0.0229903
33700,Ardmore,OK,34.33091724397743,-97.11887185836106,9530.0,46.1645,0.3487,46.17575,0.36087,46.14575,0.33767,0.0420657,0.0767877,0.0188518,0.0151748,0.0217007,0.4418988,29690.6,0.41156,9.046,0.3211,0.53285,0.0139577,1641.639,4.8885066,15.728284,-2.527343,-0.0074421,0.0084759,882.0,-0.1659597,0.5748333,0.1443679,0.9977895,0.0051604,0.0161465308,0.0152650404,0.0202898,-0.36606366,0.7606075,0.0025089,0.1970453,0.1134339,0.6091985,-0.0009223
33801,Elk City,OK,35.46265335197481,-99.20089141264661,5277.0,50.9175,0.3509,49.99175,0.36511,51.928,0.33484,0.0305001,0.0756285,0.0239802,0.0182139,0.0321327,0.6037397,28315.15,0.37762,6.759,0.31003,0.54183,0.0182075,1894.644,5.1098309,14.123762,1.209663,0.0102248,0.0164244,1485.0,-0.0069006,0.5910795,0.0757655,1.884196,0.0047609,0.0128110372,0.0133037694,0.023335,-0.0616824,0.8355917,0.0012154,0.184723,0.1016326,0.561766,0.0095559
33802,Chickasha,OK,35.086104394083904,-98.08574246951484,6479.0,45.3625,0.37214,45.789,0.347,44.94175,0.39631,0.0297492,0.1517826,0.0415975,0.0314436,0.0511887,0.3820066,28079.79,0.39308,7.397,0.31911,0.54665,0.012238,1439.99,4.6869162,15.516396,-1.912539,-0.0065689,0.013216,1176.0,-0.0405377,0.5807593,0.1392832,0.8183014,0.0040482,0.0315333175,0.0257711522,0.0157016,-0.74451875,0.7124336,0.0016068,0.2004427,0.1110439,0.5968187,0.0016277
33803,Oklahoma City,OK,35.45477955204792,-97.44404608050715,92783.0,42.16,0.34232,43.2215,0.3435,41.08275,0.34227,0.1000419,0.1701739,0.0964456,0.0829328,0.1074124,0.3047756,34351.71,0.47713,12.936,0.34777,0.51677,0.0165994,1774.945,4.6870167,17.000884,-3.512422,0.0184496,0.0173273,3425.5,-0.0096367,0.6461598,0.1046651,1.363943,0.0042395,0.0186623995,0.0169573904,0.0544248,-0.4903161,0.5964084,0.0014704,0.2342434,0.1223658,0.5488836,3.3e-05
33901,Ada,OK,34.728371378630136,-96.44363538252664,5297.0,45.46125,0.37797,46.092,0.41068,44.88325,0.34625,0.031572,0.0330845,0.0319784,0.0291516,0.0334538,0.4584246,25140.27,0.42736,9.299001,0.33437,0.49636,0.0186193,2173.181,5.0120636,15.208354,-3.446034,0.0082521,0.0144494,1470.0,-0.0086445,0.5469739,0.1332339,0.9126691,0.0044154,0.0195355961,0.0197667866,0.010625,-0.07785298,0.6259193,0.0020663,0.2016723,0.1120854,0.594484,0.0118712
33902,Sherman,TX,33.70502180783206,-96.4972263755941,13895.0,41.58925,0.34445,43.09575,0.34871,40.13425,0.33865,0.0526207,0.1220477,0.0349223,0.0327439,0.035644,0.3716069,32930.41,0.41231,8.671,0.3256,0.54392,0.0196917,1840.436,5.7147849,14.819728,8.063334,-0.0098578,0.0168189,4705.18,-0.0001557,0.5972739,0.1800451,1.2824,0.0040014,0.0253740799,0.0224419889,0.031905,-0.67761018,0.6405526,0.0014688,0.2018935,0.1143796,0.5843993,-0.0066875
34001,Hot Springs,AR,34.260232460972915,-93.2616779232327,15199.0,40.13475,0.36455,41.50675,0.36731,38.78975,0.36279,0.1370337,0.1759579,0.029657,0.0323339,0.0235612,0.3836886,31876.95,0.47326,12.163,0.35163,0.50292,0.0138047,1323.429,4.7377956,17.078417,-1.747422,0.0020665,0.0237691,3910.02,-0.0173257,0.5643452,0.1994707,2.902882,0.0040328,0.0126356622,0.0111001773,0.0272276,-0.57211012,0.5966048,0.0016448,0.2258195,0.1140447,0.5906388,-0.008392
34002,Idabel,OK,34.1897812677477,-94.7992724306958,8083.0,43.3355,0.3169,43.4475,0.32526,43.228,0.30816,0.0587287,0.1631577,0.0145937,0.0171577,0.0112799,0.4225669,26431.28,0.38678,7.085,0.31593,0.46024,0.0118407,1318.367,4.8874931,15.551116,-1.466461,0.0002851,0.0205345,1135.83,-0.1382349,0.5517182,0.1966507,0.4515324,0.0040689,0.0071768124,0.0100516443,0.033531,-1.120304,0.5961272,0.0020637,0.2209932,0.1095385,0.6029638,-0.0049527
34101,Sand Point,AK,55.125713,-162.030237,,,,,,,,0.0155729,0.0,0.0,0.0,0.0,0.9451396,16695.86,0.33206,,,,0.0716291,5546.266,,12.167322,,,,,,0.7931477,0.449262,,,0.0163144234,0.0129773823,0.1829313,,0.1104931,0.0042017,0.2815534,0.0795406,0.6329222,-0.1147178
34102,Anchorage,AK,61.153662905786064,-149.88873125971324,32793.0,45.46975,0.26795,46.555,0.27552,44.34425,0.26289,0.0413896,0.0818724,0.0824061,0.0727272,0.0923343,0.3638175,41724.35,0.35038,8.657001,0.26381,0.47547,0.0197571,3856.641,8.7059871,20.005927,-5.599032,0.0444361,0.0081236,2786.29,-0.1996802,0.7151816,0.0244463,,0.0049537,0.0289496772,0.0293233612,0.0654148,,0.3440303,0.0018816,0.2002626,0.1245047,0.551554,0.0019379
34103,Valdez,AK,61.458662,-145.325925,995.0,45.864,0.28108,,,,,0.0032369,0.0125386,0.0452952,0.0333275,0.0559026,0.6869879,39971.68,0.32983,3.202,0.29781,0.43424,0.0432725,13621.18,10.052965,16.457002,-0.4380911,-0.0041642,0.1961746,2718.67,,0.6629287,0.0386419,,0.0062018,0.0219715547,0.0288376655,0.0518763,,0.2253065,0.0026978,0.1660947,0.1140036,0.5655296,0.0031415
34104,Bristol Bay,AK,58.690594,-156.786726,,,,,,,,0.0055644,0.0,0.0,0.0,0.0,0.7435424,39909.41,0.28341,,,,0.0543221,11741.84,11.359551,20.659322,,,,,,0.7147577,0.0154905,,,,,0.0055644,,0.2146264,0.0,0.1122995,0.1286174,0.5412647,0.0241121
34105,Kotzebue,AK,66.822031,-160.646404,625.0,31.34025,0.35009,,,,,0.002081,0.0435195,0.0298849,0.0221115,0.0323548,0.8642251,27612.82,0.30214,3.179,0.27035,0.58304,0.0747745,,,17.892031,-25.28887,0.094648,,,,0.6292467,0.0019968,,0.0054902,0.0176193119,0.0267758047,0.0136601,,0.3913707,0.0275795,0.2477963,0.0658646,0.4249592,-0.0171152
34106,Nome,AK,64.809165,-164.346772,839.0,30.67975,0.42947,,,,,0.003806,0.143073,0.0658783,0.036303,0.0806899,0.9276294,29588.64,0.39163,6.635,0.32528,0.55096,0.0148077,3670.367,,14.240556,-30.81319,0.0171339,,,,0.6050366,0.0090119,,0.005549,0.0138103523,0.0200086994,0.0151499,,0.4857547,0.0039943,0.2094156,0.0735965,0.3978613,-0.0028123
34107,Dillingham,AK,59.01904151338028,-157.96679403732392,618.0,41.27775,0.26483,,,,,0.0028169,0.0824834,0.0369543,0.0362877,0.028335,0.8120092,31290.72,0.37719,4.54,0.33179,0.49434,0.0106776,6661.091,,14.129086,-28.73489,0.1085964,,,,0.6057013,0.0172637,,0.0060769,0.0134914752,0.0219421794,0.0088376,,0.3040771,0.0027481,0.1945032,0.0912117,0.4902352,-0.0013719
34108,Kodiak,AK,57.694078,-152.682317,1315.0,45.727,0.23104,49.40525,0.17621,42.99125,0.26589,0.0092719,0.0759595,0.0284691,0.0132084,0.0305518,0.7520533,38933.16,0.37145,14.251,0.22894,0.59401,0.0172064,3470.659,8.4195901,20.269885,-1.740566,0.0069694,,,,0.7414744,0.1678356,,0.0050542,0.015668799,0.0360813628,0.1668943,,0.2560914,0.0042627,0.1373031,0.1020632,0.6037078,-0.0179598
34109,Juneau,AK,58.41698446626022,-134.58622840349176,3415.0,43.2835,0.27566,45.62075,0.25851,40.78325,0.29849,0.0065333,0.0511971,0.0394261,0.0357838,0.0425979,0.5471812,43595.36,0.2834,5.475,0.22865,0.47878,0.0262901,4509.214,9.2167479,27.725976,-4.643383,0.035996,0.0267759,2460.0,-0.2084298,0.7380686,0.0169214,,0.0064242,0.0138966985,0.0176185504,0.0513653,,0.2404905,0.0037963,0.1934536,0.1169577,0.5397993,0.0008135
34110,Sitka,AK,56.915183264747284,-134.31434118490085,1404.0,41.2385,0.2555,44.48,0.19212,38.8225,0.30226,0.002513,0.0398352,0.0066874,0.0085843,0.0048107,0.8047803,42159.23,0.27508,4.478,0.2303,0.58092,0.0186743,4665.067,8.3661021,17.055855,5.42824,0.0044717,0.0644371,7250.0,,0.71755,0.0576318,,0.0065872,0.0062504027,0.0155937883,0.0410513,,0.3863651,0.0041786,0.1882964,0.118985,0.5744717,0.0014111
34111,Ketchikan,AK,55.41654114821446,-131.92143510394908,1968.0,41.495,0.254,42.282,0.236,40.685,0.27216,0.0037594,0.1117357,0.0366651,0.0387551,0.0363939,0.5564845,39001.79,0.33084,7.918,0.25166,0.53158,0.0222945,3801.85,8.4603001,18.463004,-6.39525,0.0421572,,,,0.7210184,0.0573149,,0.0061962,0.0071725366,0.0122180451,0.0453106,,0.3057974,0.0045218,0.2099331,0.134042,0.5529557,0.0013332
34112,Bethel,AK,61.244815806705404,-161.9493917650023,2065.0,32.8975,0.30194,34.00275,0.27567,31.69725,0.32793,0.0027351,0.1318459,0.0518768,0.0199724,0.0946287,0.9092757,23592.72,0.42916,6.028,0.36888,0.48655,0.009708,1789.119,,14.205527,-32.78521,0.071552,,,,0.6161996,0.0072593,,0.0064431,0.0086394026,0.0195797517,0.0102098,,0.5676391,0.0027252,0.1948553,0.0615354,0.4432163,0.0043229
34113,Barrow,AK,70.599509,-153.940111,740.0,31.1665,0.35522,,,,,0.0069059,0.0336976,0.0087637,0.0023066,0.0170883,0.8791486,39123.14,0.26127,5.017,0.2111,0.41214,,,,14.78009,-25.01864,0.0977466,0.1354096,1680.0,-0.1443325,0.72148,0.0040241,,0.0069507,0.0079891672,0.0218009479,0.0584319,,0.230738,0.0013541,0.249505,0.0917577,0.4266137,-0.0718478
34114,Unalaska,AK,52.31936,-172.454123,292.0,,,,,,,0.0301921,0.038812,0.0278202,0.018116,0.0264414,0.8521082,23637.15,0.28463,,,,0.0699341,2949.251,,16.683945,,,,,,0.8160347,0.3170357,,,0.018115279,0.0292772187,0.2140364,,0.1659652,0.0080997,0.1339286,0.1282381,0.5120959,-0.1180807
34115,Fairbanks,AK,64.76945365526375,-147.72805975056184,9068.0,45.55325,0.25957,45.58975,0.26987,45.52275,0.24955,0.0499702,0.1385514,0.0596741,0.0507952,0.0668213,0.476813,35935.41,0.31148,7.605,0.23543,0.54113,0.0156178,2655.198,8.8490103,18.153089,-3.753656,0.0514912,0.0102608,2460.0,-0.1570618,0.7248445,0.0215511,,0.0053714,0.0330809169,0.0386320261,0.0416898,,0.3418498,0.0024458,0.1774545,0.1060742,0.55999,0.0043783
34201,Havre,MT,48.53365286164111,-109.84354795591709,2555.0,43.0255,0.3999,43.582,0.41264,42.5145,0.38702,0.0009675,0.4717646,0.0420571,0.0430694,0.0395265,0.7137536,27557.26,0.36724,5.873,0.30851,0.58089,0.0249245,2020.842,6.5568716,15.321233,-4.698902,0.0179947,0.1160991,1979.35,-0.0329899,0.6406569,0.014335,0.0207937,0.0050905,0.0104876161,0.0141640867,0.0184026,0.97616797,0.545743,0.0034056,0.2227652,0.0920935,0.5686723,0.0075274
34202,Shelby,MT,48.51139686966101,-112.43198988707627,2636.0,40.38375,0.42491,40.433,0.39964,40.3335,0.4493,0.0010025,0.5147716,0.0220226,0.0179045,0.0240654,0.6642,25614.96,0.38451,6.095,0.32356,0.5305,0.0281276,2671.229,6.8026711,14.603439,-7.628539,0.0137314,0.0400994,1620.0,-0.1148453,0.6058781,0.0157464,0.7530622,0.0050467,0.0068169059,0.0132729168,0.0229242,0.59629444,0.7131286,0.0006416,0.1926413,0.0878114,0.5696223,0.0022778
34203,Great Falls,MT,47.47903892540568,-111.29737211817309,8109.0,47.07475,0.25431,48.09675,0.26827,46.0055,0.24562,0.0090535,0.1138323,0.0599977,0.0630862,0.0561682,0.5376422,32458.03,0.38781,9.700001,0.29081,0.61367,0.0202463,1763.141,5.1015341,16.688534,12.99156,-0.0207815,0.0210303,5186.83,-0.1878061,0.6424313,0.0341891,0.7253505,0.0053561,0.018948276,0.0246579952,0.0224512,0.69807801,0.4865879,0.0034805,0.1998682,0.1127596,0.5882011,0.0009364
34204,Lewistown,MT,47.10674933693065,-109.4012401917156,1195.0,50.31625,0.25293,52.745,0.25488,48.094,0.23252,0.0008074,0.012449,0.0031308,0.0031377,0.0023769,0.6845369,31401.06,0.35238,6.108,0.2913,0.57096,0.0237705,1734.487,5.8730724,16.394978,16.40363,-0.0103462,,,,0.6275588,0.0476109,0.0161069,0.0066541,0.0127563378,0.0113838204,0.0098181,1.756134,0.5250282,0.0018569,0.14276,0.1057032,0.5961978,0.0087583
34301,Cody,WY,44.55910304447675,-108.70797943574755,3535.0,52.65875,0.20135,51.34275,0.23167,53.998,0.16924,0.0007517,0.0212775,0.0177488,0.0181165,0.0194637,0.6173787,32675.27,0.35435,9.305,0.2613,0.62409,0.030778,3674.896,7.0408763,16.340514,14.80878,-0.0009376,0.0268478,1128.0,-0.0862897,0.6276832,0.0561201,0.2336922,0.0066023,0.0107391199,0.0141219427,0.0189363,-0.02582774,0.4860794,0.0008591,0.1534698,0.1055565,0.6140854,0.0192028
34302,Worland,WY,43.863212445328486,-107.94413257058423,1313.0,50.44075,0.28959,49.44925,0.30117,51.249,0.282,0.0018981,0.046737,0.0118381,0.0085299,0.0127548,0.7658031,34375.06,0.37629,15.103,0.22526,0.64706,0.0281697,2810.26,6.1485495,15.818476,7.027999,,,,,0.6505486,0.0588422,-0.0026537,0.0066929,0.0101738668,0.0168552122,0.0201699,1.6240747,0.5077822,0.0028851,0.1565814,0.1088828,0.6268092,0.0225532
34303,Riverton,WY,43.098213,-108.681116,3641.0,46.435,0.33788,46.62175,0.29899,46.226,0.3782,0.001201,0.2262623,0.0196336,0.0205769,0.0193551,0.6318164,30954.44,0.43464,10.233,0.33231,0.54444,0.0212472,2643.337,8.7546741,14.561382,-2.510273,0.0351239,0.0279298,1108.0,-0.0318387,0.6485145,0.0303389,2.155762,0.0063396,0.0136018322,0.0161713775,0.0084907,-0.08965189,0.4206792,0.000782,0.2159377,0.1268151,0.5587107,0.0155956
34304,Sheridan,WY,44.877882812688824,-107.05428564693989,4203.0,45.09575,0.33171,44.98075,0.37079,45.2385,0.29206,0.0011446,0.4210758,0.0180317,0.0118859,0.0228118,0.5828697,32114.45,0.50132,20.947,0.29185,0.56144,0.0241249,2865.096,6.8802509,15.462548,1.81901,0.0165133,0.0431909,1304.29,-0.163791,0.6477751,0.0276719,0.0253323,0.0062475,0.0153543817,0.0166717056,0.0129363,1.1380312,0.4536993,0.0006479,0.2035874,0.1211376,0.5804325,0.0060523
34305,Miles City,MT,46.383680775458714,-105.72446625183485,1195.0,51.15875,0.22615,48.8575,0.21134,53.4635,0.24138,0.000853,0.0228684,0.031906,0.031138,0.0305556,0.7548898,30025.74,0.34504,7.98,0.26524,0.6112,0.0237819,2043.349,5.0249081,15.901184,10.44362,-0.0057495,0.0775494,1440.0,0.0240671,0.6342157,0.0225086,0.0851142,0.007118,0.0096161303,0.0097712292,0.0136487,0.59269923,0.5057774,0.0016285,0.2186106,0.1181163,0.5603076,0.0069738
34306,Jordan,MT,47.207335,-106.979639,,,,,,,,0.0007819,0.0,0.0,0.0,0.0,0.7392086,27448.97,0.288,,,,0.0350178,2161.107,6.8015564,11.876265,,,,,,0.6696429,0.0137615,0.0379276,,,,0.0109461,0.20465708,0.4081314,0.0007819,0.1111111,0.0546341,0.6731707,0.0314269
34307,Colstrip,MT,45.89737525770287,-106.53606328992501,1413.0,44.018,0.33744,46.556,0.27536,41.5875,0.39338,0.0018179,0.4951946,0.0609032,0.0535121,0.0716981,0.6934186,28920.57,0.32526,4.599,0.27927,0.58459,0.057055,6886.406,7.7730263,13.444441,-3.744608,0.0095198,0.082631,,0.0922222,0.6470845,0.0145719,0.0258241,0.005813,0.0151214675,0.0185093373,0.0095772,-0.13433823,0.4622377,0.0019831,0.1922633,0.0973771,0.5781034,0.0040115
34308,Billings,MT,45.803519572719146,-108.54571341492488,12538.0,47.975,0.25052,48.1695,0.25566,47.766,0.24548,0.0037802,0.0652681,0.0721821,0.0600993,0.0830792,0.4458784,35376.52,0.41475,10.966,0.30509,0.5822,0.0205352,1750.084,5.2263981,17.884498,6.772346,-0.0012527,0.0196543,4680.83,-0.0801078,0.6782369,0.057414,0.1416516,0.0060433,0.0233362596,0.018841966,0.0142582,1.1770051,0.4616478,0.0011596,0.1971977,0.1166416,0.5703276,0.0052843
34309,Harlowton,MT,46.50098631168511,-110.31122772275522,330.0,,,,,,,0.0007158,0.0049951,0.0025466,-0.0003403,0.0026269,0.6956233,26262.6,0.37242,,,,0.0417427,1849.693,6.5852417,13.421628,,,,,,0.6302418,0.016984,0.1120923,,0.0,0.0059651634,0.0237192,1.2324972,0.4380816,0.0004772,0.1264108,0.0843844,0.6279279,0.0057096
34401,Dillon,MT,45.186254,-112.86587,808.0,51.22725,0.12069,,,,,0.0013041,0.007658,0.0105997,0.0032279,0.0125239,0.7302986,27666.92,0.40379,13.733,0.26646,0.61962,0.0269722,2072.412,5.4305556,18.554051,11.17607,-0.0031112,0.108672,2072.0,-0.1195765,0.6371478,0.0442634,0.0150386,0.0070339,0.0131493154,0.0182569007,0.0158167,0.90814017,0.4850033,0.0004347,0.12287,0.0829903,0.5704422,0.0112856
34402,Bozeman,MT,45.65152300314152,-111.06738993459443,6682.0,47.36675,0.19199,48.9205,0.19478,45.8445,0.18794,0.002245,0.020604,0.0443986,0.0431351,0.0498306,0.52714,31691.63,0.41355,11.081,0.30274,0.60489,0.0205492,1735.179,6.0502461,16.78774,13.86307,-0.0052372,0.01064,2272.0,0.0821251,0.7097101,0.0730171,1.066021,0.0064359,0.0327073469,0.0216098314,0.0256026,1.3292541,0.2672426,0.0013513,0.1484303,0.0918719,0.5622668,0.015461
34403,Helena,MT,46.69139433745234,-112.1117847810968,6296.0,45.64675,0.27163,45.71475,0.31847,45.50925,0.22785,0.0018389,0.0090363,0.0432274,0.0459445,0.0456578,0.4719784,33609.67,0.35533,8.999,0.26534,0.61098,0.0292243,1668.471,5.2372998,17.341154,8.937174,0.0011381,0.0285103,8643.51,0.065915,0.6912217,0.040774,0.3684867,0.0060833,0.0226799715,0.0203991447,0.0152015,3.071248,0.4658019,0.0014968,0.1843642,0.1260031,0.6000538,0.0064543
34404,Butte-Silver Bow,MT,46.09788631151779,-112.70939039436567,4226.0,47.104,0.30048,48.23675,0.32163,46.0325,0.27682,0.0017767,0.0267995,0.0362479,0.0311806,0.0423715,0.6100504,30172.66,0.39789,6.68,0.33109,0.55129,0.0295762,1569.183,5.3350757,18.044901,6.262607,0.0169567,0.0370144,2122.67,-0.0484121,0.5880993,0.0498241,0.1929088,0.005239,0.0127699739,0.0175448337,0.0138504,1.0179789,0.5294542,0.0014991,0.2145317,0.1203987,0.5428689,-0.0024511
34501,Bonners Ferry,ID,48.758435,-116.373036,949.0,46.2025,0.2089,,,,,0.0009118,0.0108569,0.0025489,0.0017387,-0.0001507,0.4383788,28982.87,0.38326,10.362,0.27964,0.56769,0.0155046,2032.405,4.6676009,19.458464,4.734242,0.031085,,,,0.5878175,0.1444099,0.4630423,0.0060088,0.0166143248,0.0180326208,0.0292505,-0.29499963,0.3581198,0.0009118,0.1561014,0.1095636,0.6161295,-0.01092
